1,1914,Cabiria,3.35,10898,0.219512195121951,3.192
2,1915,The Birth of a Nation,3.4,8821,0.48780487804878,2.944
3,1919,Male and Female,4,5938,0.121951219512195,2.903
4,1920,The Last of the Mohicans,3.45,13798,0.0975609756097561,4.075
5,1920,The Mark of Zorro,3.65,2847,0.0731707317073171,3.395
6,1920,Way Down East,3.95,3855,0.170731707317073,3.108
7,1921,Orphans of the Storm,3.95,1407,0.170731707317073,3.114
8,1921,The Kid,4.15,11825,0.317073170731707,4.05
9,1921,The Three Musketeers,3.55,8264,0.024390243902439,3.14
10,1922,Nanook of the North,3.85,11318,0.390243902439024,3.837
11,1922,Robin Hood,3.8,2021,0.0731707317073171,3.256
12,1923,Three Ages,3.6,11586,0.146341463414634,3.441
13,1924,The Navigator,4,6669,0.292682926829268,3.284
14,1925,Go West,3.65,3906,0.0731707317073171,3.374
15,1925,The Gold Rush,4.1,5963,0.634146341463415,3.845
16,1925,The Lost World,3.55,13678,0.146341463414634,3.027
17,1925,The Phantom of the Opera,3.85,12311,0.292682926829268,3.481
18,1925,Tumbleweeds,3.5,15318,0.0731707317073171,2.978
19,1926,Battling Butler,3.6,6086,0.0487804878048781,3.448
20,1926,Sparrows,3.8,5133,0.0731707317073171,3.017
21,1927,College,3.6,4802,0.0731707317073171,3.583
22,1927,It,3.7,1232,0.121951219512195,3.724
23,1927,Metropolis,4.15,17335,0.75609756097561,3.869
24,1927,My Best Girl,3.85,5378,0.024390243902439,3.109
25,1928,The Circus,4.05,10439,0.219512195121951,3.77
26,1928,The Fall of the House of Usher,3.5,7954,0.24390243902439,2.978
27,1928,The Man Who Laughs,3.9,3260,0.170731707317073,3.415
28,1929,Piccadilly,3.6,5422,0.121951219512195,3.063
29,1929,The Cocoanuts,3.6,7168,0.024390243902439,3.886
30,1930,All Quiet on the Western Front,4.05,3224,0.365853658536585,3.698
31,1930,Animal Crackers,3.85,907,0.0731707317073171,4.016
32,1930,The Big Trail,3.65,14789,0.0731707317073171,3.537
33,1930,The Blue Angel,4,4004,0.390243902439024,3.83
34,1931,City Lights,4.3,471,0.658536585365854,4.071
35,1931,Little Caesar,3.65,17001,0.219512195121951,3.749
36,1931,M,4.2,6085,0.780487804878049,3.994
37,1931,Monkey Business,3.8,12978,0.0487804878048781,4.004
38,1931,Platinum Blonde,3.45,9373,0.024390243902439,2.992
39,1931,Tabu: A Story of the South Seas,3.8,12156,0.24390243902439,3.072
40,1932,Horse Feathers,3.85,12440,0.170731707317073,3.892
41,1932,Love Me Tonight,3.85,2941,0.268292682926829,3.407
42,1932,The Most Dangerous Game,3.65,2584,0.0975609756097561,3.173
43,1932,The Old Dark House,3.65,13169,0.0975609756097561,3.308
44,1932,Trouble in Paradise,4.1,10476,0.414634146341463,3.777
45,1932,White Zombie,3.2,3885,0.0487804878048781,3.206
46,1933,Dinner at Eight,3.9,13374,0.0975609756097561,3.732
47,1933,Duck Soup,4,9690,0.560975609756098,3.87
48,1933,I'm No Angel,3.5,4416,0.0487804878048781,3.004
49,1933,Queen Christina,3.95,6790,0.0975609756097561,3.612
50,1934,It Happened One Night,4.1,11378,0.585365853658537,4.011
51,1934,It's a Gift,3.7,3868,0.195121951219512,3.667
52,1934,Man of Aran,3.75,8659,0.146341463414634,3.412
53,1934,Of Human Bondage,3.65,15649,0.024390243902439,3.465
54,1934,The Man Who Knew Too Much,3.45,3453,0.0487804878048781,3.885
55,1934,The Scarlet Pimpernel,3.8,16453,0.024390243902439,3.495
56,1934,The Thin Man,4.05,8382,0.292682926829268,4.026
57,1934,Twentieth Century,3.9,13096,0.170731707317073,3.418
